Ref	Sample	Mutation	lagging_ts	leading_uts	ts_lagging_wg	uts_leading_wg	oddsratio	lowerconfint	higherconfint	flag
C_8	MLH1_5	[DelC]89	7	3	6413	6166	2.24482256218129	0.580230870515828	8.68486768240764	
C_8	MLH1_2	[DelC]89	6	4	6413	6166	1.44264086155767	0.406911651851988	5.11465485434881	
C_8	MSH3_KO5_d4	[InsC]89	0	0	6413	6166	1	1	1	
C_8	POLE_L424V_d1	[DelC]89	0	0	6413	6166	1	1	1	
C_8	POD689_2	[DelC]89	0	0	6413	6166	1	1	1	
C_8	MSH3_KO5_d1	[InsC]89	0	0	6413	6166	1	1	1	
C_8	MLH1_5	[InsC]89	11	6	6413	6166	1.76403207331042	0.651986035099671	4.77281565577116	
C_8	POD478_2	[DelC]89	0	0	6413	6166	1	1	1	
C_8	POD478_1	[DelC]89	0	0	6413	6166	1	1	1	
C_8	POLE_L424V_d1	[InsC]89	0	0	6413	6166	1	1	1	
C_8	RPE1_WT_1	[DelC]89	0	0	6413	6166	1	1	1	
C_8	MSH3_KO5_d3	[DelC]89	0	0	6413	6166	1	1	1	
C_8	RPE1_WT_U2	[InsC]89	0	0	6413	6166	1	1	1	
C_8	POD478_2	[InsC]89	1	0	6413	6166	1	1	1	
C_8	POD478_1	[InsC]89	0	0	6413	6166	1	1	1	
C_8	POLE_L424V_d2	[DelC]89	0	0	6413	6166	1	1	1	
C_8	RPE1_WT_1	[InsC]89	0	0	6413	6166	1	1	1	
C_8	POLE_P8_2	[InsC]89	0	0	6413	6166	1	1	1	
C_8	SETD2_KO15_d3	[DelC]89	0	0	6413	6166	1	1	1	
C_8	RPE1_c2_MSH2_7_3	[DelC]89	6	11	6413	6166	0.524000737829363	0.19367060386195	1.41775141797687	
C_8	RPE1_c2_OGG1_11_1	[InsC]89	0	0	6413	6166	1	1	1	
C_8	POLE_L424V_d2	[InsC]89	0	0	6413	6166	1	1	1	
C_8	RPE1_WT_2	[DelC]89	0	0	6413	6166	1	1	1	
C_8	POLE_P8_5	[DelC]89	0	0	6413	6166	1	1	1	
